Record_id,id,Gender,Customer Type,Age,Age_group,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
21931,89337,Female,Loyal Customer,26,Young,Business travel,Eco,1587,2,5,4,4,2,2,2,2,3,4,4,4,3,2,11,19.0,0
21932,122667,Male,disloyal Customer,37,Mid,Business travel,Business,361,3,3,3,4,4,3,4,4,3,2,5,5,4,4,0,0.0,0
21933,51878,Female,Loyal Customer,58,Senior,Business travel,Eco Plus,771,5,5,5,5,3,1,3,5,5,5,5,5,5,4,0,0.0,1
21934,49509,Female,Loyal Customer,43,Mid,Business travel,Business,3389,3,3,5,3,1,2,3,5,5,5,5,5,5,5,0,0.0,1
21935,54201,Male,Loyal Customer,18,Teen,Personal Travel,Eco,1504,0,4,0,1,3,0,3,3,3,2,5,3,4,3,0,0.0,1
21936,92999,Male,Loyal Customer,35,Mid,Personal Travel,Eco Plus,738,5,5,5,4,4,5,3,4,3,2,4,4,5,4,0,30.0,1
21937,82406,Male,Loyal Customer,56,Senior,Personal Travel,Eco,500,3,3,3,4,3,3,3,3,4,1,4,4,3,3,0,0.0,0
21938,72782,Female,disloyal Customer,25,Young,Business travel,Eco,1045,3,3,3,4,5,3,5,5,4,3,3,4,3,5,71,68.0,0
21939,20904,Male,Loyal Customer,58,Senior,Personal Travel,Business,689,3,5,3,5,2,4,5,2,2,3,2,5,2,4,46,41.0,0
21940,120374,Male,Loyal Customer,66,Old,Business travel,Business,413,2,3,3,3,4,2,3,2,2,2,2,2,2,2,0,4.0,0
21941,13284,Female,Loyal Customer,40,Mid,Personal Travel,Eco,468,3,5,3,1,3,3,3,3,4,2,4,3,5,3,15,0.0,0
21942,1242,Male,Loyal Customer,54,Senior,Personal Travel,Eco,134,3,0,3,5,5,3,5,5,5,2,4,4,5,5,0,0.0,0
21943,56026,Female,disloyal Customer,26,Young,Business travel,Business,2586,3,3,3,2,3,3,3,5,5,5,4,3,4,3,36,10.0,0
21944,65231,Male,Loyal Customer,50,Senior,Business travel,Business,3641,5,5,5,5,2,4,5,4,4,4,4,3,4,3,0,0.0,1
21945,17206,Female,Loyal Customer,63,Old,Personal Travel,Eco,694,0,5,0,1,2,5,4,5,5,0,5,4,5,4,0,0.0,1
21946,13196,Female,Loyal Customer,44,Mid,Business travel,Business,142,3,3,5,3,5,5,4,5,5,5,3,5,5,4,9,0.0,1
21947,8288,Male,Loyal Customer,60,Senior,Personal Travel,Eco,294,2,4,2,4,2,2,2,2,5,5,4,3,5,2,0,0.0,0
21948,118093,Male,Loyal Customer,44,Mid,Personal Travel,Eco Plus,1276,2,4,2,3,5,2,1,5,3,3,3,5,5,5,43,27.0,0
21949,122437,Female,Loyal Customer,68,Old,Personal Travel,Eco,1916,1,4,1,5,5,3,1,3,3,1,3,3,3,5,0,0.0,0
21950,58733,Male,disloyal Customer,27,Young,Business travel,Business,1050,4,4,4,3,2,4,2,2,3,3,4,5,4,2,0,0.0,1
21951,47241,Male,disloyal Customer,12,Teen,Business travel,Eco,599,5,0,5,4,4,5,4,4,3,5,4,4,4,4,0,0.0,1
21952,126865,Female,Loyal Customer,9,Teen,Personal Travel,Eco,2125,1,5,2,5,3,2,1,3,3,1,4,4,1,3,0,0.0,0
21953,33267,Male,Loyal Customer,48,Senior,Personal Travel,Eco Plus,101,2,5,2,2,5,2,2,5,5,4,5,4,5,5,16,16.0,0
21954,116251,Female,Loyal Customer,53,Senior,Personal Travel,Eco,480,3,4,3,3,2,3,4,3,3,3,5,2,3,1,0,0.0,0
21955,59644,Female,Loyal Customer,42,Mid,Business travel,Business,3665,5,5,5,5,3,4,2,5,5,5,5,1,5,3,0,0.0,1
21956,76698,Female,Loyal Customer,56,Senior,Personal Travel,Eco,547,2,0,3,2,2,3,4,5,5,3,5,4,5,3,0,0.0,0
21957,100975,Male,Loyal Customer,43,Mid,Business travel,Business,1524,2,2,2,2,4,5,4,4,4,4,4,3,4,3,0,0.0,1
21958,16916,Female,disloyal Customer,27,Young,Business travel,Eco Plus,746,1,1,1,4,4,1,4,4,4,4,4,1,4,4,86,77.0,0
21959,125221,Female,Loyal Customer,57,Senior,Personal Travel,Eco,651,4,4,4,1,2,3,3,3,3,4,3,5,3,1,7,0.0,1
21960,33458,Female,Loyal Customer,27,Young,Business travel,Eco Plus,2399,0,0,0,3,5,0,5,5,1,2,5,4,1,5,0,6.0,1
21961,64124,Male,Loyal Customer,31,Mid,Personal Travel,Eco,2311,5,1,5,2,5,1,5,5,4,4,1,1,1,5,2,0.0,1
21962,4672,Female,Loyal Customer,38,Mid,Business travel,Business,489,2,2,2,2,4,3,2,2,2,2,2,3,2,3,9,10.0,0
21963,96472,Female,Loyal Customer,51,Senior,Business travel,Business,302,3,5,3,3,2,5,4,5,5,5,5,4,5,4,1,0.0,1
21964,124492,Female,Loyal Customer,29,Young,Business travel,Business,2700,4,4,4,4,4,4,4,4,4,5,5,5,4,4,0,0.0,1
21965,51474,Female,Loyal Customer,45,Mid,Business travel,Business,261,5,5,5,5,4,5,4,4,4,5,4,3,4,5,0,0.0,1
21966,114668,Male,disloyal Customer,24,Young,Business travel,Eco,358,1,4,1,3,2,1,2,2,4,5,4,3,4,2,0,0.0,0
21967,110603,Female,Loyal Customer,69,Old,Personal Travel,Eco,674,2,1,2,3,3,4,4,2,2,2,2,2,2,3,0,0.0,0
21968,86434,Male,disloyal Customer,52,Senior,Business travel,Eco,762,1,0,0,4,3,0,3,3,3,4,4,2,3,3,0,0.0,0
21969,123390,Female,Loyal Customer,28,Young,Business travel,Business,1337,3,3,3,3,5,5,5,5,5,3,5,3,5,5,17,4.0,1
21970,64710,Female,Loyal Customer,34,Mid,Business travel,Business,551,4,4,4,4,4,4,5,5,5,5,5,5,5,3,14,46.0,1
21971,103191,Male,disloyal Customer,18,Teen,Business travel,Eco,814,0,0,0,1,5,0,5,5,5,2,4,5,5,5,55,58.0,1
21972,66118,Male,Loyal Customer,39,Mid,Business travel,Business,583,3,3,3,3,4,4,5,4,4,4,4,5,4,3,66,61.0,1
21973,79634,Female,Loyal Customer,48,Senior,Business travel,Eco,712,2,4,4,4,1,2,3,2,2,2,2,2,2,2,0,19.0,0
21974,55757,Female,Loyal Customer,16,Teen,Personal Travel,Eco,1737,2,5,2,3,1,2,1,1,4,5,4,5,4,1,0,3.0,0
21975,99967,Male,disloyal Customer,19,Young,Business travel,Eco,888,2,2,2,4,1,2,1,1,4,2,3,4,4,1,0,0.0,0
21976,51494,Male,Loyal Customer,33,Mid,Personal Travel,Business,370,3,4,3,3,2,3,2,2,4,4,3,1,3,2,4,0.0,0
21977,59605,Male,Loyal Customer,44,Mid,Business travel,Business,3829,1,1,1,1,2,5,4,4,4,4,4,3,4,3,0,0.0,1
21978,23087,Male,Loyal Customer,56,Senior,Personal Travel,Eco,864,2,5,2,1,5,2,5,5,4,3,5,5,5,5,0,0.0,0
21979,96349,Female,Loyal Customer,25,Young,Personal Travel,Eco,1609,1,1,1,4,5,1,5,5,1,2,2,4,4,5,20,6.0,0
21980,63369,Female,Loyal Customer,46,Senior,Personal Travel,Eco,447,5,4,5,1,4,5,5,5,5,5,5,3,5,5,23,15.0,1
21981,29422,Male,Loyal Customer,50,Senior,Personal Travel,Eco Plus,2676,3,3,3,4,3,2,2,4,1,3,3,2,5,2,0,0.0,0
21982,7684,Male,Loyal Customer,64,Old,Business travel,Eco,204,5,3,3,3,5,5,5,5,5,2,1,1,4,5,0,0.0,1
21983,43887,Male,Loyal Customer,36,Mid,Business travel,Business,199,2,2,2,2,3,1,3,5,5,5,4,4,5,4,0,0.0,1
21984,20774,Male,Loyal Customer,38,Mid,Business travel,Business,2531,1,1,1,1,2,1,2,3,3,4,3,4,3,5,0,3.0,1
21985,14277,Male,disloyal Customer,40,Mid,Business travel,Eco,429,2,0,2,4,1,2,1,1,1,3,4,2,5,1,0,0.0,0
21986,40085,Female,Loyal Customer,44,Mid,Business travel,Eco Plus,493,4,5,4,5,3,1,2,4,4,4,4,1,4,2,0,0.0,1
21987,34068,Female,Loyal Customer,17,Teen,Personal Travel,Eco,1674,1,4,1,5,5,1,5,5,3,3,3,5,2,5,41,40.0,0
21988,49947,Male,Loyal Customer,59,Senior,Business travel,Business,3120,0,0,0,3,1,4,1,4,4,4,4,1,4,2,15,14.0,1
21989,42329,Female,Loyal Customer,25,Young,Personal Travel,Eco,550,3,2,2,3,2,2,2,2,1,1,4,4,4,2,3,3.0,0
21990,93319,Female,Loyal Customer,56,Senior,Business travel,Business,3489,2,2,2,2,2,4,5,4,4,4,4,5,4,5,8,0.0,1
21991,39230,Female,Loyal Customer,39,Mid,Business travel,Eco,67,5,1,1,1,5,5,5,1,5,3,4,5,5,5,358,410.0,1
21992,127651,Female,disloyal Customer,21,Young,Business travel,Eco,1773,1,1,1,3,3,1,3,3,5,2,4,3,4,3,10,15.0,0
21993,33569,Female,disloyal Customer,35,Mid,Business travel,Eco,413,4,3,4,3,4,4,4,4,4,3,2,4,4,4,52,43.0,0
21994,85352,Male,disloyal Customer,17,Teen,Business travel,Eco,731,3,3,3,3,2,3,2,2,2,1,3,1,3,2,0,0.0,0
21995,44659,Male,Loyal Customer,47,Senior,Business travel,Business,160,2,4,4,4,5,4,4,3,3,3,2,1,3,2,21,52.0,0
21996,74432,Female,Loyal Customer,54,Senior,Business travel,Business,1464,5,5,5,5,5,5,4,4,4,4,4,3,4,4,0,0.0,1
21997,127476,Male,disloyal Customer,28,Young,Business travel,Business,2075,4,4,4,4,1,4,1,1,4,5,4,4,5,1,0,0.0,1
21998,2638,Female,Loyal Customer,43,Mid,Business travel,Business,1557,4,4,4,4,2,5,4,4,4,4,4,5,4,4,0,0.0,1
21999,90988,Female,Loyal Customer,44,Mid,Business travel,Eco,406,2,1,1,1,1,4,3,2,2,2,2,4,2,4,15,10.0,0
22000,12430,Male,Loyal Customer,62,Old,Personal Travel,Eco,253,3,2,0,4,1,0,1,1,3,3,3,4,3,1,0,0.0,0
22001,63948,Male,Loyal Customer,54,Senior,Personal Travel,Eco,1192,1,5,1,3,3,1,4,3,4,5,4,5,4,3,1,3.0,0
22002,128943,Male,disloyal Customer,20,Young,Business travel,Eco,414,2,1,2,3,5,2,5,5,1,2,3,2,2,5,0,0.0,0
22003,52393,Male,Loyal Customer,8,Teen,Personal Travel,Eco,370,2,1,4,3,3,4,3,3,3,3,3,1,4,3,19,12.0,0
22004,93936,Male,disloyal Customer,52,Senior,Business travel,Eco,507,2,4,3,4,5,3,5,5,1,1,3,2,4,5,0,0.0,0
22005,115424,Male,disloyal Customer,20,Young,Business travel,Business,390,5,5,5,1,1,5,1,1,5,2,5,4,4,1,74,69.0,1
22006,97960,Female,Loyal Customer,64,Old,Personal Travel,Eco,612,4,4,4,4,3,3,2,2,2,4,2,4,2,3,11,32.0,1
22007,33677,Female,Loyal Customer,22,Young,Personal Travel,Business,667,4,4,4,3,4,4,4,4,5,3,4,5,5,4,0,0.0,0
22008,91873,Male,Loyal Customer,46,Senior,Business travel,Business,2475,3,3,3,3,4,4,4,3,3,5,5,4,4,4,530,0.0,1
22009,66983,Male,Loyal Customer,28,Young,Business travel,Business,3112,4,4,4,4,5,4,5,5,3,3,5,5,4,5,0,0.0,1
22010,126344,Male,Loyal Customer,61,Old,Personal Travel,Eco,328,3,4,3,1,3,3,3,3,1,1,5,4,2,3,0,0.0,0
22011,126379,Female,Loyal Customer,17,Teen,Personal Travel,Eco,631,2,5,2,2,1,2,1,1,4,5,5,5,5,1,101,118.0,0
22012,111730,Male,Loyal Customer,63,Old,Business travel,Business,495,2,2,2,2,2,5,5,5,5,5,5,5,5,4,16,9.0,1
22013,84686,Male,Loyal Customer,32,Mid,Personal Travel,Eco,2182,1,3,0,1,4,0,4,4,2,5,4,2,3,4,0,0.0,0
22014,116091,Female,Loyal Customer,13,Teen,Personal Travel,Eco,362,1,5,1,3,5,1,5,5,5,2,5,5,4,5,26,18.0,0
22015,50903,Male,Loyal Customer,67,Old,Personal Travel,Eco,89,3,1,3,3,3,3,3,3,4,1,3,2,4,3,0,0.0,0
22016,127922,Male,Loyal Customer,24,Young,Business travel,Business,2300,2,2,2,2,4,5,4,4,3,5,4,5,4,4,0,0.0,1
22017,28811,Female,disloyal Customer,49,Senior,Business travel,Eco,954,2,3,3,2,4,3,5,4,4,2,2,5,3,4,0,0.0,0
22018,11973,Male,Loyal Customer,46,Senior,Business travel,Business,3577,5,5,5,5,2,5,5,4,4,4,4,3,4,4,0,0.0,1
22019,111416,Female,Loyal Customer,45,Mid,Personal Travel,Business,896,4,5,4,4,4,1,1,5,3,5,4,1,4,1,142,134.0,0
22020,123853,Male,Loyal Customer,55,Senior,Business travel,Eco,544,3,3,3,3,3,3,3,3,3,5,2,3,3,3,0,11.0,0
22021,38378,Female,Loyal Customer,46,Senior,Personal Travel,Eco,1173,3,4,3,2,3,4,4,1,1,3,1,3,1,4,0,0.0,0
22022,71746,Female,Loyal Customer,55,Senior,Business travel,Business,1744,4,4,4,4,5,4,5,4,4,4,4,5,4,4,0,0.0,1
22023,83123,Female,Loyal Customer,28,Young,Personal Travel,Eco,1145,1,5,1,2,4,1,4,4,3,5,3,4,5,4,0,0.0,0
22024,116773,Male,Loyal Customer,24,Young,Personal Travel,Eco Plus,337,2,3,2,3,1,2,1,1,4,5,3,3,3,1,39,44.0,0
22025,119149,Male,Loyal Customer,47,Senior,Business travel,Business,3928,4,5,4,4,5,5,5,4,4,4,4,5,4,3,0,11.0,1
22026,102367,Male,disloyal Customer,23,Young,Business travel,Eco,386,2,2,2,3,5,2,5,5,3,4,3,1,3,5,0,0.0,0
22027,822,Male,Loyal Customer,47,Senior,Business travel,Business,158,5,5,4,5,3,4,4,3,3,4,4,4,3,4,0,0.0,1
22028,114164,Female,Loyal Customer,37,Mid,Business travel,Business,819,3,3,3,3,5,4,5,4,4,4,4,5,4,5,53,55.0,1
22029,4231,Male,Loyal Customer,28,Young,Business travel,Business,2072,5,5,5,5,5,5,5,5,3,4,4,5,5,5,60,121.0,1
22030,113768,Male,Loyal Customer,60,Senior,Personal Travel,Eco,226,3,5,3,4,2,3,3,2,5,5,4,3,4,2,0,0.0,0
22031,57863,Male,Loyal Customer,39,Mid,Business travel,Business,955,3,3,3,3,5,5,4,4,4,4,4,5,4,4,0,0.0,1
22032,114754,Female,Loyal Customer,37,Mid,Business travel,Business,2025,2,3,4,3,1,3,4,2,2,2,2,4,2,2,0,0.0,0
22033,13714,Female,Loyal Customer,41,Mid,Business travel,Business,2097,1,1,1,1,4,2,4,5,5,4,5,1,5,2,14,16.0,1
22034,33554,Male,disloyal Customer,39,Mid,Business travel,Eco,413,2,0,2,5,3,2,3,3,4,3,1,4,2,3,0,0.0,0
22035,5284,Male,Loyal Customer,9,Teen,Personal Travel,Eco,383,3,5,3,1,4,3,4,4,3,3,4,4,5,4,0,0.0,0
22036,81109,Male,disloyal Customer,29,Young,Business travel,Eco,991,2,2,2,2,1,2,1,1,4,3,3,2,2,1,5,0.0,0
22037,49344,Female,Loyal Customer,57,Senior,Business travel,Business,1605,5,5,5,5,3,1,3,4,4,4,5,1,4,4,29,49.0,1
22038,114718,Female,Loyal Customer,43,Mid,Business travel,Business,3607,4,4,4,4,4,5,4,4,4,4,4,4,4,5,0,0.0,1
22039,54214,Male,Loyal Customer,44,Mid,Personal Travel,Eco Plus,1400,0,3,0,2,1,0,1,1,5,5,1,2,1,1,7,0.0,1
22040,24944,Male,Loyal Customer,38,Mid,Business travel,Business,1747,1,3,1,1,4,5,1,5,5,5,5,4,5,2,26,4.0,1
22041,83301,Male,Loyal Customer,23,Young,Business travel,Eco Plus,1956,4,2,2,2,4,4,2,4,1,1,2,2,4,4,3,0.0,0
22042,72490,Female,Loyal Customer,40,Mid,Business travel,Business,1705,1,1,1,1,5,4,5,4,4,4,4,4,4,3,0,0.0,1
22043,79539,Female,Loyal Customer,48,Senior,Business travel,Business,2976,3,3,3,3,2,4,4,5,5,5,5,4,5,4,16,5.0,1
22044,11276,Male,Loyal Customer,64,Old,Personal Travel,Eco,458,2,1,2,4,3,2,3,3,3,1,3,4,4,3,0,0.0,0
22045,112736,Male,Loyal Customer,49,Senior,Business travel,Business,723,5,5,5,5,2,4,5,4,4,4,4,3,4,5,0,0.0,1
22046,55966,Male,Loyal Customer,45,Mid,Business travel,Business,1620,4,5,5,5,5,2,4,4,4,4,4,4,4,4,1,18.0,0
22047,124721,Female,Loyal Customer,9,Teen,Personal Travel,Eco,399,1,4,1,3,4,1,4,4,3,5,4,3,5,4,0,19.0,0
22048,16197,Male,Loyal Customer,53,Senior,Personal Travel,Eco,277,4,4,0,4,5,0,4,5,2,4,4,1,3,5,12,25.0,1
22049,80192,Male,Loyal Customer,47,Senior,Personal Travel,Eco,2586,1,3,1,2,1,3,3,4,1,3,2,3,3,3,26,19.0,0
22050,66414,Male,Loyal Customer,19,Young,Personal Travel,Eco,1562,4,4,4,2,4,4,4,4,5,2,4,4,5,4,0,0.0,0
22051,108315,Female,Loyal Customer,35,Mid,Business travel,Business,1728,2,4,4,4,3,2,4,2,2,2,2,4,2,2,0,6.0,0
22052,104831,Male,disloyal Customer,38,Mid,Business travel,Business,472,4,4,4,5,5,4,5,5,4,4,4,5,4,5,52,49.0,1
22053,104771,Female,Loyal Customer,29,Young,Personal Travel,Eco Plus,1246,3,4,3,3,2,3,2,2,4,4,4,3,4,2,0,0.0,0
22054,79089,Male,Loyal Customer,11,Teen,Personal Travel,Eco,226,2,4,2,3,3,2,3,3,4,3,4,3,1,3,0,0.0,0
22055,105192,Male,Loyal Customer,48,Senior,Personal Travel,Eco,281,4,5,4,3,3,4,3,3,1,5,3,1,5,3,11,1.0,0
22056,76784,Male,Loyal Customer,32,Mid,Business travel,Eco,689,3,1,1,1,3,3,3,3,1,4,3,4,3,3,0,0.0,0
22057,41309,Female,Loyal Customer,36,Mid,Business travel,Business,2116,1,1,1,1,2,4,2,5,5,5,5,3,5,5,52,70.0,1
22058,97297,Female,Loyal Customer,49,Senior,Business travel,Business,843,2,2,2,2,3,5,5,4,4,3,4,5,4,3,3,5.0,1
22059,12990,Male,disloyal Customer,42,Mid,Business travel,Eco,438,2,0,2,2,2,2,2,2,3,1,3,4,5,2,34,36.0,0
22060,62202,Female,Loyal Customer,13,Teen,Personal Travel,Eco,2434,2,5,2,3,2,2,2,2,3,3,3,3,5,2,0,0.0,0
22061,90095,Female,Loyal Customer,38,Mid,Business travel,Business,2638,3,3,3,3,4,4,3,3,3,3,3,3,3,3,0,0.0,0
22062,96063,Female,Loyal Customer,16,Teen,Personal Travel,Eco,1069,0,5,0,2,2,0,2,2,5,2,5,5,4,2,0,0.0,1
22063,30567,Female,Loyal Customer,24,Young,Business travel,Business,628,3,3,5,3,5,5,5,5,1,5,5,1,4,5,0,0.0,1
22064,7636,Female,disloyal Customer,20,Young,Business travel,Business,604,0,4,0,2,1,0,1,1,3,4,5,4,4,1,0,3.0,1
22065,6343,Male,Loyal Customer,55,Senior,Business travel,Business,296,1,1,1,1,5,4,5,5,5,5,5,3,5,4,16,6.0,1
22066,104673,Female,Loyal Customer,22,Young,Personal Travel,Eco,641,3,5,4,1,2,4,2,2,5,2,5,4,5,2,41,50.0,0
22067,127307,Male,Loyal Customer,30,Young,Business travel,Business,1979,5,5,3,5,5,5,5,5,5,5,4,3,5,5,25,24.0,1
22068,34122,Male,disloyal Customer,25,Young,Business travel,Eco,1046,2,2,2,1,5,2,5,5,2,5,3,1,5,5,0,0.0,0
22069,114262,Female,Loyal Customer,58,Senior,Business travel,Business,2127,4,2,2,2,2,3,4,4,4,4,4,3,4,3,1,0.0,0
22070,120110,Male,Loyal Customer,20,Young,Business travel,Business,1576,3,1,2,2,3,3,3,3,2,1,4,4,3,3,1,24.0,0
22071,93573,Female,disloyal Customer,20,Young,Business travel,Eco,159,2,4,3,3,5,3,5,5,2,2,4,3,3,5,9,42.0,0
22072,103904,Female,disloyal Customer,50,Senior,Business travel,Eco Plus,1048,2,2,2,3,4,2,4,4,4,5,3,2,3,4,0,0.0,0
22073,44931,Male,Loyal Customer,44,Mid,Business travel,Business,1642,5,5,5,5,3,5,5,5,5,5,5,3,5,5,3,1.0,1
22074,117081,Male,Loyal Customer,58,Senior,Business travel,Business,1747,1,3,3,3,5,2,2,1,1,1,1,4,1,2,29,21.0,0
22075,58962,Female,Loyal Customer,40,Mid,Business travel,Business,1744,4,4,4,4,3,2,3,4,4,4,4,3,4,2,13,31.0,0
22076,50941,Female,Loyal Customer,31,Mid,Personal Travel,Eco,109,4,2,4,2,4,4,4,4,1,4,2,1,2,4,0,0.0,0
22077,67244,Male,Loyal Customer,62,Old,Personal Travel,Eco,1017,1,3,2,4,1,2,1,1,3,4,4,3,4,1,0,3.0,0
22078,76145,Male,Loyal Customer,50,Senior,Business travel,Eco,689,2,4,4,4,2,2,2,2,3,1,3,1,4,2,1,0.0,0
22079,56677,Female,Loyal Customer,69,Old,Personal Travel,Eco,937,4,4,4,3,2,3,3,3,3,4,3,2,3,3,1,17.0,0
22080,20122,Male,Loyal Customer,38,Mid,Personal Travel,Eco,466,3,4,3,1,1,3,4,1,5,2,5,5,4,1,0,0.0,0
22081,108577,Female,Loyal Customer,39,Mid,Business travel,Business,2459,2,2,2,2,5,4,5,4,4,4,4,5,4,3,21,9.0,1
22082,8324,Female,Loyal Customer,31,Mid,Personal Travel,Eco Plus,125,1,1,1,4,5,1,5,5,3,5,3,2,3,5,0,0.0,0
22083,6262,Male,Loyal Customer,46,Senior,Business travel,Business,2327,3,3,3,3,4,5,4,4,4,4,4,5,4,4,23,22.0,1
22084,75778,Female,Loyal Customer,42,Mid,Personal Travel,Eco,868,2,2,2,4,5,3,3,1,1,2,1,4,1,1,0,0.0,0
22085,106662,Male,disloyal Customer,20,Young,Business travel,Eco,1590,3,3,3,1,2,3,2,2,4,2,3,3,2,2,9,0.0,0
22086,22187,Male,Loyal Customer,29,Young,Business travel,Business,1995,2,5,5,5,2,2,2,2,3,3,3,3,3,2,49,45.0,0
22087,21727,Male,disloyal Customer,23,Young,Business travel,Eco,563,1,5,1,5,1,1,1,1,1,4,5,4,3,1,109,117.0,0
22088,81180,Male,Loyal Customer,43,Mid,Business travel,Business,2204,1,1,1,1,2,5,5,4,4,4,4,5,4,3,13,21.0,1
22089,34117,Female,Loyal Customer,22,Young,Business travel,Eco,1179,4,1,1,1,4,4,3,4,1,5,2,1,2,4,0,0.0,1
22090,65618,Male,Loyal Customer,27,Young,Personal Travel,Eco,237,4,5,4,5,1,4,1,1,5,5,5,3,5,1,0,0.0,1
22091,33929,Female,Loyal Customer,60,Senior,Business travel,Business,1612,2,2,2,2,4,3,3,2,2,2,2,3,2,2,0,0.0,0
22092,99812,Female,Loyal Customer,36,Mid,Business travel,Eco Plus,232,4,5,5,5,4,4,4,4,2,1,2,5,3,4,2,1.0,1
22093,63059,Male,Loyal Customer,28,Young,Personal Travel,Eco,862,4,3,4,3,2,4,2,2,3,4,3,3,3,2,6,4.0,0
22094,119752,Male,Loyal Customer,9,Teen,Personal Travel,Eco,1325,1,2,1,3,2,1,2,2,4,2,4,1,4,2,0,0.0,0
22095,82311,Female,disloyal Customer,36,Mid,Business travel,Eco Plus,1075,2,1,1,3,4,1,4,4,1,3,4,3,3,4,21,73.0,0
22096,76179,Female,disloyal Customer,34,Mid,Business travel,Business,2422,3,3,3,3,1,3,1,1,4,4,4,4,5,1,16,0.0,0
22097,87610,Female,disloyal Customer,17,Teen,Business travel,Eco,591,4,0,4,1,2,4,2,2,5,4,5,3,4,2,0,0.0,1
22098,104736,Male,Loyal Customer,54,Senior,Business travel,Eco,1407,1,1,1,1,1,1,1,1,4,5,4,1,4,1,10,0.0,0
22099,41322,Female,Loyal Customer,36,Mid,Personal Travel,Eco,802,1,4,2,4,1,2,1,1,4,4,3,3,1,1,1,0.0,0
22100,98928,Female,Loyal Customer,58,Senior,Business travel,Business,479,3,3,3,3,3,5,5,4,4,4,4,4,4,4,0,0.0,1
22101,87462,Male,Loyal Customer,42,Mid,Business travel,Business,2261,5,5,5,5,3,5,5,4,4,5,4,5,4,3,0,0.0,1
22102,24238,Female,Loyal Customer,65,Old,Business travel,Business,302,1,1,1,1,5,1,3,4,4,4,4,5,4,2,0,0.0,1
22103,31345,Female,Loyal Customer,30,Young,Business travel,Business,1069,3,3,3,3,5,5,5,5,3,2,1,5,4,5,0,0.0,1
22104,6966,Male,disloyal Customer,20,Young,Business travel,Business,234,4,5,4,1,1,4,1,1,4,3,4,5,4,1,1,25.0,1
22105,49561,Male,disloyal Customer,34,Mid,Business travel,Eco,308,4,0,4,4,4,4,4,4,1,3,1,3,4,4,0,5.0,0
22106,111161,Male,Loyal Customer,57,Senior,Personal Travel,Eco,1050,1,5,2,4,5,2,5,5,4,2,4,3,5,5,20,13.0,0
22107,95383,Male,Loyal Customer,24,Young,Personal Travel,Eco,239,2,5,0,4,2,0,3,2,4,2,4,3,5,2,33,16.0,0
22108,79196,Female,Loyal Customer,40,Mid,Business travel,Business,1990,3,4,3,3,4,3,4,4,4,4,4,5,4,5,7,0.0,1
22109,123353,Female,Loyal Customer,41,Mid,Business travel,Business,3902,2,2,2,2,5,4,4,5,5,5,5,5,5,4,0,0.0,1
22110,73328,Male,disloyal Customer,23,Young,Business travel,Eco,1197,2,2,2,1,5,2,5,5,4,3,4,3,5,5,0,0.0,0
22111,21014,Female,Loyal Customer,35,Mid,Personal Travel,Business,106,4,4,0,1,2,5,5,4,4,0,5,3,4,5,0,0.0,1
22112,74421,Male,disloyal Customer,22,Young,Business travel,Eco,1487,2,2,2,3,2,2,2,2,3,3,4,5,4,2,40,27.0,0
22113,9905,Female,Loyal Customer,31,Mid,Business travel,Business,3323,2,2,2,2,5,5,5,5,4,4,5,4,5,5,13,11.0,1
22114,92374,Female,Loyal Customer,37,Mid,Business travel,Business,447,1,1,1,1,5,4,4,3,3,3,3,4,3,4,0,0.0,1
22115,56420,Female,disloyal Customer,36,Mid,Business travel,Business,719,2,2,2,2,5,2,5,5,4,4,4,3,5,5,7,2.0,0
22116,112743,Female,Loyal Customer,39,Mid,Business travel,Business,590,5,5,5,5,4,5,5,4,4,4,4,4,4,5,21,18.0,1
22117,44688,Female,disloyal Customer,56,Senior,Business travel,Eco,67,2,0,2,3,3,2,3,3,3,5,2,3,1,3,0,16.0,0
22118,92201,Male,Loyal Customer,53,Senior,Business travel,Business,1979,5,5,5,5,4,5,4,3,3,4,3,5,3,4,9,0.0,1
22119,200,Female,Loyal Customer,43,Mid,Business travel,Business,3175,1,3,3,3,5,3,4,1,1,1,1,3,1,1,54,55.0,0
22120,65885,Male,Loyal Customer,50,Senior,Personal Travel,Eco Plus,1389,1,5,1,3,4,1,4,4,5,1,1,5,4,4,20,7.0,0
22121,88467,Male,disloyal Customer,23,Young,Business travel,Eco,270,2,3,3,1,1,3,1,1,1,1,1,1,4,1,13,20.0,0
22122,97922,Female,Loyal Customer,39,Mid,Business travel,Business,1931,1,1,1,1,2,5,5,4,4,4,4,4,4,4,83,95.0,1
22123,22543,Female,disloyal Customer,48,Senior,Business travel,Eco Plus,238,4,4,4,1,4,4,4,4,4,5,1,5,1,4,74,109.0,1
22124,88456,Male,Loyal Customer,56,Senior,Business travel,Business,2173,3,3,3,3,4,5,3,4,4,4,4,5,4,3,0,0.0,1
22125,33416,Female,Loyal Customer,23,Young,Business travel,Eco,2399,5,3,3,3,5,5,3,5,5,5,3,4,5,5,0,0.0,1
